SALE_ID,SALE_DATE,CUSTOMER_ID,PRODUCT_ID,QUANTITY,SALE_CATEGORY,BRANCH
26,2021/02/18,48914.0,17151,4,E-COMMERCE          ,101
26,2021/02/18,48914.0,3367,1,E-COMMERCE          ,101
27,2021/02/18,70981.0,13100,1,E-COMMERCE          ,101
28,2020/09/10,45743.0,3471,1,Loja                ,101
29,2021/02/18,25511.0,13070,1,E-COMMERCE          ,101
30,2020/09/11,546.0,619,1,Loja                ,101
31,2021/02/18,71005.0,3885,2,E-COMMERCE          ,101
31,2021/02/18,71005.0,37266,10,E-COMMERCE          ,101
31,2021/02/18,71005.0,31258,10,E-COMMERCE          ,101
32,2020/09/11,38934.0,13033,1,Loja                ,101
33,2021/02/19,43197.0,13012,1,E-COMMERCE          ,101
34,2021/02/19,72480.0,34727,1,E-COMMERCE          ,101
35,2020/09/11,46694.0,8561,1,Loja                ,101
35,2020/09/11,46694.0,8562,1,Loja                ,101
35,2020/09/11,46694.0,35648,1,Loja                ,101
35,2020/09/11,46694.0,19707,1,Loja                ,101
36,2021/02/19,71028.0,3325,1,E-COMMERCE          ,101
36,2021/02/19,71028.0,12721,1,E-COMMERCE          ,101
37,2020/09/11,46728.0,12964,2,Loja                ,101
38,2021/02/19,72063.0,31264,2,E-COMMERCE          ,101
38,2021/02/19,72063.0,17800,1,E-COMMERCE          ,101
39,2021/02/20,5570.0,4226,1,E-COMMERCE          ,101
39,2021/02/20,5570.0,12723,1,E-COMMERCE          ,101
40,2020/09/12,33350.0,3468,1,Loja                ,101
41,2021/02/20,27494.0,13041,1,E-COMMERCE          ,101
42,2020/09/12,27411.0,12980,1,Loja                ,101
43,2021/02/20,64759.0,3928,2,E-COMMERCE          ,101
43,2021/02/20,64759.0,4929,2,E-COMMERCE          ,101
43,2021/02/20,64759.0,4931,2,E-COMMERCE          ,101
43,2021/02/20,64759.0,4932,3,E-COMMERCE          ,101
44,2020/09/12,12934.0,4193,1,Loja                ,101
45,2021/02/20,71575.0,17494,1,E-COMMERCE          ,101
46,2020/09/12,43857.0,19410,1,Loja                ,101
47,2021/02/20,61667.0,17108,1,E-COMMERCE          ,101
47,2021/02/20,61667.0,26609,1,E-COMMERCE          ,101
47,2021/02/20,61667.0,35368,1,E-COMMERCE          ,101
47,2021/02/20,61667.0,35258,1,E-COMMERCE          ,101
47,2021/02/20,61667.0,7528,1,E-COMMERCE          ,101
48,2020/09/13,36199.0,3472,1,Loja                ,101
49,2021/02/20,71089.0,4239,1,E-COMMERCE          ,101
49,2021/02/20,71089.0,27534,1,E-COMMERCE          ,101
50,2020/09/13,48750.0,13327,1,Loja                ,101
51,2021/02/20,8835.0,17164,3,E-COMMERCE          ,101
52,2020/09/14,35637.0,8772,1,Loja                ,101
53,2021/02/20,34151.0,24486,1,E-COMMERCE          ,101
54,2020/09/14,21371.0,12723,1,Loja                ,101
55,2021/02/20,13920.0,5946,1,E-COMMERCE          ,101
55,2021/02/20,13920.0,3824,1,E-COMMERCE          ,101
55,2021/02/20,13920.0,4192,1,E-COMMERCE          ,101
56,2020/09/14,47804.0,15913,1,Loja                ,101
57,2021/02/20,72542.0,30270,1,E-COMMERCE          ,101
57,2021/02/20,72542.0,12474,1,E-COMMERCE          ,101
58,2020/09/15,45659.0,11875,1,Loja                ,101
59,2021/02/20,41272.0,42,1,E-COMMERCE          ,101
59,2021/02/20,41272.0,4312,1,E-COMMERCE          ,101
60,2020/09/15,48836.0,3320,4,Loja                ,101
61,2021/02/20,46561.0,36785,1,E-COMMERCE          ,101
61,2021/02/20,46561.0,21660,1,E-COMMERCE          ,101
62,2020/09/16,33734.0,12975,1,Loja                ,101
63,2021/02/20,72073.0,17708,1,E-COMMERCE          ,101
64,2020/09/16,48302.0,3348,1,Loja                ,101
65,2021/02/20,72566.0,17494,1,E-COMMERCE          ,101
66,2020/09/16,48305.0,11222,1,Loja                ,101
67,2021/02/22,71580.0,4227,1,E-COMMERCE          ,101
68,2020/09/16,44721.0,15911,1,Loja                ,101
69,2021/02/22,2013.0,5946,1,E-COMMERCE          ,101
70,2021/02/22,33350.0,3468,1,E-COMMERCE          ,101
70,2021/02/22,33350.0,17628,1,E-COMMERCE          ,101
71,2021/02/22,71146.0,17513,1,E-COMMERCE          ,101
72,2020/09/17,47876.0,55,1,Loja                ,101
72,2020/09/17,47876.0,18933,1,Loja                ,101
73,2021/02/22,70766.0,26534,1,E-COMMERCE          ,101
74,2020/09/17,4408.0,14481,1,Loja                ,101
75,2021/02/22,37827.0,51,1,E-COMMERCE          ,101
76,2020/09/17,47392.0,13079,1,Loja                ,101
77,2021/02/22,11141.0,21580,1,E-COMMERCE          ,101
78,2020/09/18,25507.0,3283,1,Loja                ,101
79,2021/02/22,72096.0,13532,1,E-COMMERCE          ,101
79,2021/02/22,72096.0,22609,1,E-COMMERCE          ,101
79,2021/02/22,72096.0,30270,1,E-COMMERCE          ,101
80,2021/02/22,71443.0,7256,1,E-COMMERCE          ,101
81,2020/09/19,48429.0,34366,1,Loja                ,101
81,2020/09/19,48429.0,35648,2,Loja                ,101
81,2020/09/19,48429.0,3999,1,Loja                ,101
82,2021/02/22,16299.0,3991,1,E-COMMERCE          ,101
83,2020/09/20,32824.0,13081,1,Loja                ,101
84,2021/02/22,70766.0,31,1,E-COMMERCE          ,101
85,2020/09/21,13237.0,52,1,Loja                ,101
86,2021/02/22,33532.0,13202,1,E-COMMERCE          ,101
87,2020/09/22,13990.0,12972,1,Loja                ,101
88,2021/02/22,33786.0,17151,3,E-COMMERCE          ,101
88,2021/02/22,33786.0,8783,1,E-COMMERCE          ,101
88,2021/02/22,33786.0,23656,1,E-COMMERCE          ,101
88,2021/02/22,33786.0,36960,1,E-COMMERCE          ,101
89,2020/09/22,48003.0,13037,1,Loja                ,101
90,2021/02/22,7179.0,12980,1,E-COMMERCE          ,101
91,2020/09/22,13000.0,3991,1,Loja                ,101
91,2020/09/22,13000.0,3996,1,Loja                ,101
92,2021/02/22,36477.0,17164,2,E-COMMERCE          ,101
93,2020/09/23,43813.0,12982,1,Loja                ,101
94,2021/02/22,72575.0,3472,1,E-COMMERCE          ,101
94,2021/02/22,72575.0,26169,1,E-COMMERCE          ,101
95,2020/09/24,5641.0,1082,1,Loja                ,101
96,2021/02/22,31138.0,17151,2,E-COMMERCE          ,101
97,2020/09/24,857.0,11369,1,Loja                ,101
98,2021/02/22,3504.0,5670,1,E-COMMERCE          ,101
99,2021/02/22,72569.0,3474,1,E-COMMERCE          ,101
100,2020/09/24,34871.0,12964,1,Loja                ,101
100,2020/09/24,34871.0,7763,1,Loja                ,101
101,2021/02/22,44676.0,3297,1,E-COMMERCE          ,101
102,2020/09/25,37342.0,8552,1,Loja                ,101
102,2020/09/25,37342.0,35837,1,Loja                ,101
102,2020/09/25,37342.0,4000,1,Loja                ,101
102,2020/09/25,37342.0,36558,1,Loja                ,101
103,2021/02/22,51346.0,13135,1,E-COMMERCE          ,101
103,2021/02/22,51346.0,18263,1,E-COMMERCE          ,101
104,2020/09/25,34365.0,13048,1,Loja                ,101
105,2021/02/22,70049.0,18933,1,E-COMMERCE          ,101
106,2020/09/25,7179.0,12980,1,Loja                ,101
107,2021/02/22,21071.0,6848,1,E-COMMERCE          ,101
108,2020/09/25,2679.0,42,1,Loja                ,101
108,2020/09/25,2679.0,35837,1,Loja                ,101
109,2021/02/23,72171.0,41,1,E-COMMERCE          ,101
109,2021/02/23,72171.0,3424,1,E-COMMERCE          ,101
110,2020/09/26,46452.0,40,1,Loja                ,101
111,2021/02/23,22029.0,263,2,E-COMMERCE          ,101
112,2020/09/26,21071.0,12722,1,Loja                ,101
113,2021/02/23,28552.0,15790,1,E-COMMERCE          ,101
114,2020/09/26,12198.0,4966,1,Loja                ,101
115,2021/02/23,58527.0,15833,1,E-COMMERCE          ,101
116,2020/09/27,47661.0,13035,1,Loja                ,101
117,2021/02/23,72143.0,35944,1,E-COMMERCE          ,101
117,2021/02/23,72143.0,4213,1,E-COMMERCE          ,101
118,2020/09/27,47666.0,13083,3,Loja                ,101
119,2021/02/23,67186.0,24109,1,E-COMMERCE          ,101
119,2021/02/23,67186.0,3996,1,E-COMMERCE          ,101
119,2021/02/23,67186.0,18981,1,E-COMMERCE          ,101
119,2021/02/23,67186.0,18983,1,E-COMMERCE          ,101
120,2020/09/29,48658.0,4239,1,Loja                ,101
120,2020/09/29,48658.0,4322,1,Loja                ,101
120,2020/09/29,48658.0,13045,1,Loja                ,101
121,2021/02/23,71672.0,5571,1,E-COMMERCE          ,101
122,2020/09/29,22196.0,12975,1,Loja                ,101
123,2021/02/23,49062.0,4000,1,E-COMMERCE          ,101
123,2021/02/23,49062.0,55,1,E-COMMERCE          ,101
123,2021/02/23,49062.0,32281,1,E-COMMERCE          ,101
124,2020/09/29,38490.0,30270,1,Loja                ,101
125,2021/02/23,71691.0,4838,1,E-COMMERCE          ,101
125,2021/02/23,71691.0,27740,1,E-COMMERCE          ,101
126,2020/09/29,33391.0,11403,1,Loja                ,101
126,2020/09/29,33391.0,4781,1,Loja                ,101
127,2021/02/23,39371.0,21561,1,E-COMMERCE          ,101
128,2020/09/29,17621.0,3473,1,Loja                ,101
128,2020/09/29,17621.0,12997,1,Loja                ,101
129,2021/02/24,71185.0,3278,1,E-COMMERCE          ,101
130,2020/09/29,48184.0,34639,1,Loja                ,101
130,2020/09/29,48184.0,12982,1,Loja                ,101
130,2020/09/29,48184.0,13083,1,Loja                ,101
131,2021/02/24,37567.0,42,2,E-COMMERCE          ,101
132,2020/09/29,48199.0,34639,4,Loja                ,101
133,2021/02/24,47734.0,3420,1,E-COMMERCE          ,101
134,2020/09/30,15401.0,12722,1,Loja                ,101
134,2020/09/30,15401.0,3297,1,Loja                ,101
135,2021/02/24,36408.0,13033,1,E-COMMERCE          ,101
136,2020/09/30,45736.0,8563,1,Loja                ,101
136,2020/09/30,45736.0,3362,1,Loja                ,101
137,2021/02/24,68748.0,4923,1,E-COMMERCE          ,101
138,2020/09/30,47741.0,11873,1,Loja                ,101
139,2021/02/24,39578.0,12999,1,E-COMMERCE          ,101
140,2020/09/30,47745.0,13081,1,Loja                ,101
141,2021/02/24,45659.0,13098,1,E-COMMERCE          ,101
142,2020/09/30,33532.0,12716,1,Loja                ,101
143,2021/02/24,34641.0,13099,1,E-COMMERCE          ,101
144,2020/09/30,5641.0,30271,1,Loja                ,101
145,2021/02/24,8665.0,436,1,E-COMMERCE          ,101
146,2020/09/30,50676.0,22077,1,Loja                ,101
147,2021/02/25,66407.0,6637,1,E-COMMERCE          ,101
147,2021/02/25,66407.0,11222,1,E-COMMERCE          ,101
148,2021/02/25,70609.0,3431,1,E-COMMERCE          ,101
149,2020/09/30,18006.0,17708,1,Loja                ,101
150,2021/02/25,73648.0,14194,1,E-COMMERCE          ,101
150,2021/02/25,73648.0,4838,1,E-COMMERCE          ,101
151,2020/09/30,21239.0,12722,2,Loja                ,101
151,2020/09/30,21239.0,18217,1,Loja                ,101
152,2021/02/25,32871.0,3438,1,E-COMMERCE          ,101
152,2021/02/25,32871.0,35837,1,E-COMMERCE          ,101
153,2020/10/01,2257.0,17726,1,Loja                ,101
154,2021/02/25,64079.0,13018,1,E-COMMERCE          ,101
154,2021/02/25,64079.0,15154,1,E-COMMERCE          ,101
155,2020/10/01,50200.0,9292,1,Loja                ,101
155,2020/10/01,50200.0,34639,1,Loja                ,101
155,2020/10/01,50200.0,13083,1,Loja                ,101
155,2020/10/01,50200.0,329,1,Loja                ,101
156,2021/02/25,49963.0,26134,1,E-COMMERCE          ,101
157,2020/10/01,22189.0,3472,1,Loja                ,101
157,2020/10/01,22189.0,4238,1,Loja                ,101
158,2021/02/25,46032.0,7926,1,E-COMMERCE          ,101
159,2020/10/01,49694.0,12972,1,Loja                ,101
160,2021/02/25,49889.0,9530,1,E-COMMERCE          ,101
161,2020/10/02,38967.0,30270,1,Loja                ,101
161,2020/10/02,38967.0,13078,1,Loja                ,101
161,2020/10/02,38967.0,4594,1,Loja                ,101
162,2021/02/25,39177.0,18218,1,E-COMMERCE          ,101
163,2020/10/02,49224.0,13038,1,Loja                ,101
164,2021/02/25,73653.0,22036,1,E-COMMERCE          ,101
165,2020/10/02,27672.0,3391,1,Loja                ,101
166,2021/02/25,73132.0,436,1,E-COMMERCE          ,101
167,2020/10/02,50748.0,20059,1,Loja                ,101
167,2020/10/02,50748.0,13085,1,Loja                ,101
168,2021/02/25,1444.0,13135,1,E-COMMERCE          ,101
168,2021/02/25,1444.0,12716,1,E-COMMERCE          ,101
169,2020/10/02,30253.0,3653,1,Loja                ,101
169,2020/10/02,30253.0,3981,1,Loja                ,101
169,2020/10/02,30253.0,4315,1,Loja                ,101
170,2021/02/26,61573.0,17548,3,E-COMMERCE          ,101
171,2020/10/03,49756.0,4843,1,Loja                ,101
172,2021/02/26,67560.0,13065,1,E-COMMERCE          ,101
173,2020/10/03,35121.0,12975,1,Loja                ,101
173,2020/10/03,35121.0,13022,1,Loja                ,101
173,2020/10/03,35121.0,3885,1,Loja                ,101
174,2021/02/26,72645.0,42,2,E-COMMERCE          ,101
175,2020/10/03,33338.0,13025,1,Loja                ,101
176,2021/02/26,7669.0,415,1,E-COMMERCE          ,101
177,2020/10/03,49714.0,4838,1,Loja                ,101
178,2021/02/26,73653.0,34775,1,E-COMMERCE          ,101
179,2020/10/03,50799.0,8972,1,Loja                ,101
179,2020/10/03,50799.0,7528,1,Loja                ,101
179,2020/10/03,50799.0,27291,1,Loja                ,101
179,2020/10/03,50799.0,4000,1,Loja                ,101
179,2020/10/03,50799.0,7763,1,Loja                ,101
180,2021/02/26,11229.0,13065,1,E-COMMERCE          ,101
180,2021/02/26,11229.0,31653,1,E-COMMERCE          ,101
180,2021/02/26,11229.0,3296,1,E-COMMERCE          ,101
180,2021/02/26,11229.0,3323,1,E-COMMERCE          ,101
181,2020/10/04,35028.0,34639,4,Loja                ,101
181,2020/10/04,35028.0,13025,1,Loja                ,101
181,2020/10/04,35028.0,13084,2,Loja                ,101
182,2021/02/26,53907.0,24108,1,E-COMMERCE          ,101
183,2020/10/05,49856.0,4783,1,Loja                ,101
184,2021/02/27,3156.0,13014,1,E-COMMERCE          ,101
185,2020/10/21,45659.0,3885,1,Loja                ,101
185,2020/10/21,45659.0,9275,1,Loja                ,101
186,2021/02/27,73194.0,15059,1,E-COMMERCE          ,101
187,2020/10/06,2679.0,7063,1,Loja                ,101
187,2020/10/06,2679.0,12972,1,Loja                ,101
188,2021/02/27,73705.0,15912,1,E-COMMERCE          ,101
189,2020/10/23,45659.0,3885,1,Loja                ,101
189,2020/10/23,45659.0,9275,1,Loja                ,101
190,2021/02/27,16294.0,3996,1,E-COMMERCE          ,101
190,2021/02/27,16294.0,37223,1,E-COMMERCE          ,101
191,2020/10/06,21894.0,12982,1,Loja                ,101
192,2021/02/27,73202.0,4848,1,E-COMMERCE          ,101
193,2020/10/06,46956.0,13007,1,Loja                ,101
194,2021/02/27,34609.0,8562,1,E-COMMERCE          ,101
194,2021/02/27,34609.0,36787,2,E-COMMERCE          ,101
195,2020/10/06,50406.0,31703,1,Loja                ,101
196,2021/02/27,49889.0,4210,1,E-COMMERCE          ,101
196,2021/02/27,49889.0,15059,1,E-COMMERCE          ,101
197,2020/10/07,28338.0,3472,1,Loja                ,101
198,2021/02/27,759.0,12723,1,E-COMMERCE          ,101
198,2021/02/27,759.0,6066,1,E-COMMERCE          ,101
198,2021/02/27,759.0,7763,1,E-COMMERCE          ,101
198,2021/02/27,759.0,11981,1,E-COMMERCE          ,101
199,2020/10/07,23868.0,26134,1,Loja                ,101
199,2020/10/07,23868.0,24109,1,Loja                ,101
200,2021/03/01,73245.0,13009,1,E-COMMERCE          ,101
201,2020/10/08,49930.0,13079,1,Loja                ,101
202,2021/03/01,27333.0,27293,1,E-COMMERCE          ,101
202,2021/03/01,27333.0,15151,1,E-COMMERCE          ,101
203,2020/10/08,49931.0,13079,1,Loja                ,101
203,2020/10/08,49931.0,13081,1,Loja                ,101
204,2021/03/01,61525.0,13078,1,E-COMMERCE          ,101
205,2021/03/01,5343.0,3639,1,E-COMMERCE          ,101
205,2021/03/01,5343.0,351,1,E-COMMERCE          ,101
206,2020/10/08,49963.0,26134,1,Loja                ,101
206,2020/10/08,49963.0,300,1,Loja                ,101
207,2021/03/01,32141.0,5753,2,E-COMMERCE          ,101
208,2021/03/01,29291.0,5256,1,E-COMMERCE          ,101
208,2021/03/01,29291.0,51,1,E-COMMERCE          ,101
209,2021/03/01,55970.0,4620,1,E-COMMERCE          ,101
209,2021/03/01,55970.0,34740,1,E-COMMERCE          ,101
210,2021/03/01,73736.0,561,1,E-COMMERCE          ,101
211,2021/03/01,32922.0,17806,1,E-COMMERCE          ,101
211,2021/03/01,32922.0,30271,1,E-COMMERCE          ,101
212,2021/03/01,70878.0,26649,1,E-COMMERCE          ,101
213,2020/10/09,38458.0,21974,1,Loja                ,101
213,2020/10/09,38458.0,13085,1,Loja                ,101
214,2021/03/01,72742.0,13029,1,E-COMMERCE          ,101
215,2021/03/01,73257.0,4181,1,E-COMMERCE          ,101
216,2020/10/10,38364.0,15555,1,Loja                ,101
217,2021/03/01,73265.0,7925,1,E-COMMERCE          ,101
218,2020/10/10,51068.0,9120,1,Loja                ,101
219,2021/03/01,43574.0,15912,1,E-COMMERCE          ,101
220,2020/10/10,7593.0,50,1,Loja                ,101
221,2021/03/01,73748.0,9037,1,E-COMMERCE          ,101
222,2021/03/01,34938.0,3319,1,E-COMMERCE          ,101
223,2021/03/01,39255.0,8775,1,E-COMMERCE          ,101
223,2021/03/01,39255.0,15135,1,E-COMMERCE          ,101
224,2020/10/11,50097.0,3991,3,Loja                ,101
225,2020/10/12,12127.0,341,1,Loja                ,101
225,2020/10/12,12127.0,27541,1,Loja                ,101
225,2020/10/12,12127.0,18307,1,Loja                ,101
226,2021/03/01,73303.0,22178,5,E-COMMERCE          ,101
227,2020/10/12,6712.0,14195,1,Loja                ,101
227,2020/10/12,6712.0,4825,1,Loja                ,101
228,2021/03/01,73287.0,9762,1,E-COMMERCE          ,101
228,2021/03/01,73287.0,18662,1,E-COMMERCE          ,101
229,2020/10/13,32978.0,3468,1,Loja                ,101
230,2021/03/02,72780.0,3392,1,E-COMMERCE          ,101
231,2020/10/13,44064.0,2476,1,Loja                ,101
232,2021/03/02,32978.0,3319,1,E-COMMERCE          ,101
232,2021/03/02,32978.0,3342,1,E-COMMERCE          ,101
233,2020/10/13,31138.0,17151,1,Loja                ,101
233,2020/10/13,31138.0,21944,1,Loja                ,101
234,2021/03/02,42774.0,3323,1,E-COMMERCE          ,101
235,2020/10/13,49647.0,4781,1,Loja                ,101
236,2021/03/02,6972.0,21561,1,E-COMMERCE          ,101
237,2020/10/14,32874.0,30270,1,Loja                ,101
238,2021/03/02,72785.0,1222,4,E-COMMERCE          ,101
239,2020/10/14,35699.0,13050,1,Loja                ,101
240,2021/03/02,8153.0,263,1,E-COMMERCE          ,101
241,2020/10/14,3234.0,4000,1,Loja                ,101
241,2020/10/14,3234.0,3425,1,Loja                ,101
242,2021/03/02,70129.0,34641,2,E-COMMERCE          ,101
243,2020/10/14,39306.0,30271,1,Loja                ,101
243,2020/10/14,39306.0,13016,1,Loja                ,101
244,2021/03/02,41311.0,13073,1,E-COMMERCE          ,101
245,2020/10/14,33350.0,3468,1,Loja                ,101
246,2021/03/02,74324.0,13027,1,E-COMMERCE          ,101
247,2020/10/14,52169.0,13010,1,Loja                ,101
248,2021/03/03,32845.0,34363,2,E-COMMERCE          ,101
249,2020/10/15,51679.0,36558,1,Loja                ,101
250,2021/03/03,63549.0,3477,1,E-COMMERCE          ,101
251,2020/10/15,32990.0,3373,1,Loja                ,101
252,2021/03/03,73819.0,27979,1,E-COMMERCE          ,101
252,2021/03/03,73819.0,26134,1,E-COMMERCE          ,101
252,2021/03/03,73819.0,22722,1,E-COMMERCE          ,101
252,2021/03/03,73819.0,22036,1,E-COMMERCE          ,101
253,2020/10/15,3403.0,41,1,Loja                ,101
254,2021/03/03,36267.0,26116,4,E-COMMERCE          ,101
255,2020/10/15,34549.0,92,1,Loja                ,101
256,2021/03/03,40182.0,263,1,E-COMMERCE          ,101
256,2021/03/03,40182.0,4226,2,E-COMMERCE          ,101
256,2021/03/03,40182.0,8800,1,E-COMMERCE          ,101
257,2020/10/15,12361.0,12996,1,Loja                ,101
258,2021/03/03,26471.0,14474,2,E-COMMERCE          ,101
259,2020/10/15,51691.0,3473,1,Loja                ,101
260,2021/03/03,5983.0,4000,1,E-COMMERCE          ,101
260,2021/03/03,5983.0,3336,1,E-COMMERCE          ,101
261,2020/10/15,18096.0,25960,1,Loja                ,101
262,2021/03/03,73306.0,3360,1,E-COMMERCE          ,101
263,2020/10/16,44977.0,17151,2,Loja                ,101
263,2020/10/16,44977.0,17164,2,Loja                ,101
263,2020/10/16,44977.0,8794,1,Loja                ,101
264,2021/03/03,35474.0,6850,1,E-COMMERCE          ,101
265,2020/10/17,35183.0,17726,1,Loja                ,101
266,2021/03/03,73335.0,44,1,E-COMMERCE          ,101
267,2020/10/17,32885.0,15370,1,Loja                ,101
268,2021/03/03,61311.0,13034,1,E-COMMERCE          ,101
269,2020/10/17,52302.0,13012,1,Loja                ,101
269,2020/10/17,52302.0,1082,1,Loja                ,101
270,2021/03/03,34527.0,52,1,E-COMMERCE          ,101
271,2020/10/18,51283.0,3473,1,Loja                ,101
272,2021/03/04,52571.0,3663,1,E-COMMERCE          ,101
273,2020/10/19,35632.0,13079,1,Loja                ,101
274,2021/03/04,32588.0,8745,1,E-COMMERCE          ,101
275,2020/10/19,13743.0,26134,1,Loja                ,101
275,2020/10/19,13743.0,13138,2,Loja                ,101
276,2021/03/04,12438.0,12972,1,E-COMMERCE          ,101
277,2020/10/19,12791.0,13132,1,Loja                ,101
278,2021/03/04,69747.0,18489,1,E-COMMERCE          ,101
279,2020/10/19,52330.0,30270,1,Loja                ,101
280,2021/03/04,15401.0,3297,1,E-COMMERCE          ,101
280,2021/03/04,15401.0,12722,1,E-COMMERCE          ,101
281,2020/10/19,52358.0,4014,1,Loja                ,101
282,2021/03/04,40854.0,13077,1,E-COMMERCE          ,101
282,2021/03/04,40854.0,32363,1,E-COMMERCE          ,101
283,2020/10/19,32922.0,30271,1,Loja                ,101
283,2020/10/19,32922.0,17807,1,Loja                ,101
284,2021/03/04,59181.0,11370,1,E-COMMERCE          ,101
284,2021/03/04,59181.0,21695,3,E-COMMERCE          ,101
285,2020/10/19,32922.0,30270,1,Loja                ,101
285,2020/10/19,32922.0,17807,1,Loja                ,101
286,2021/03/04,8997.0,17709,1,E-COMMERCE          ,101
286,2021/03/04,8997.0,3993,2,E-COMMERCE          ,101
286,2021/03/04,8997.0,9119,1,E-COMMERCE          ,101
286,2021/03/04,8997.0,25689,1,E-COMMERCE          ,101
287,2020/10/20,52369.0,13050,1,Loja                ,101
288,2021/03/04,56371.0,3326,1,E-COMMERCE          ,101
289,2020/10/20,51855.0,3360,1,Loja                ,101
290,2021/03/04,39378.0,17501,1,E-COMMERCE          ,101
291,2020/10/20,51346.0,42,1,Loja                ,101
292,2021/03/04,74365.0,8813,1,E-COMMERCE          ,101
292,2021/03/04,74365.0,25903,1,E-COMMERCE          ,101
293,2020/10/20,42791.0,3382,1,Loja                ,101
294,2020/10/20,51355.0,42,1,Loja                ,101
294,2020/10/20,51355.0,3975,1,Loja                ,101
295,2021/03/04,74366.0,13014,1,E-COMMERCE          ,101
296,2020/10/21,32978.0,3336,2,Loja                ,101
297,2021/03/04,18636.0,11929,1,E-COMMERCE          ,101
298,2020/10/21,2679.0,42,1,Loja                ,101
299,2021/03/04,57437.0,12989,1,E-COMMERCE          ,101
300,2020/10/21,52422.0,6414,1,Loja                ,101
301,2021/03/04,74382.0,5256,1,E-COMMERCE          ,101
301,2021/03/04,74382.0,3326,1,E-COMMERCE          ,101
302,2020/10/21,36030.0,23234,1,Loja                ,101
302,2020/10/21,36030.0,4907,1,Loja                ,101
303,2021/03/04,41109.0,3319,1,E-COMMERCE          ,101
303,2021/03/04,41109.0,4229,1,E-COMMERCE          ,101
304,2020/10/21,33818.0,93,1,Loja                ,101
304,2020/10/21,33818.0,3435,1,Loja                ,101
305,2021/03/04,74362.0,3698,5,E-COMMERCE          ,101
305,2021/03/04,74362.0,8786,1,E-COMMERCE          ,101
305,2021/03/04,74362.0,8788,2,E-COMMERCE          ,101
305,2021/03/04,74362.0,21592,2,E-COMMERCE          ,101
306,2020/10/21,26553.0,27357,1,Loja                ,101
307,2021/03/04,63855.0,36162,1,E-COMMERCE          ,101
307,2021/03/04,63855.0,3403,3,E-COMMERCE          ,101
307,2021/03/04,63855.0,35154,1,E-COMMERCE          ,101
308,2020/10/22,44959.0,13048,1,Loja                ,101
309,2021/03/04,72830.0,15790,1,E-COMMERCE          ,101
310,2020/10/22,43813.0,12982,1,Loja                ,101
311,2021/03/04,25096.0,13132,1,E-COMMERCE          ,101
311,2021/03/04,25096.0,3991,1,E-COMMERCE          ,101
