PRODUCT_ID,UNIT,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4
60,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
60,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
60,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
60,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
92,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
92,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
92,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
92,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
92,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
92,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
92,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
93,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
93,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
93,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
93,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
93,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
93,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
104,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
104,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
104,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
104,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
141,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
141,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
141,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
141,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
141,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
141,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
170,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
170,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
170,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
170,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
170,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
170,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
170,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
171,UN,CHILDREN,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,SOLID AND GRANULATED FOODS
175,UN,ADULT,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,MEDICINAL DIET
176,UN,CHILDREN,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,MEDICINAL DIET
263,UN,ADULT,HYGIENE AND BEAUTY,HYGIENE AND CLEANING,MATS AND HYGIENIC FLOORING
263,UN,ADULT,HYGIENE AND BEAUTY,HYGIENE AND CLEANING,MATS AND HYGIENIC FLOORING
263,UN,ADULT,HYGIENE AND BEAUTY,HYGIENE AND CLEANING,MATS AND HYGIENIC FLOORING
263,UN,ADULT,HYGIENE AND BEAUTY,HYGIENE AND CLEANING,MATS AND HYGIENIC FLOORING
263,UN,ADULT,HYGIENE AND BEAUTY,HYGIENE AND CLEANING,MATS AND HYGIENIC FLOORING
263,UN,ADULT,HYGIENE AND BEAUTY,HYGIENE AND CLEANING,MATS AND HYGIENIC FLOORING
283,UN,ELDERLY,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,
285,UN,ELDERLY,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,
294,UN,ELDERLY,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,
297,UN,ELDERLY,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,
299,UN,ADOLESCENT,NUTRITION AND DIETETICS,SPECIAL AND ENTERAL DIETS,
300,UN,ADOLESCENT,NUTRITION AND DIETETICS,SPECIAL AND ENTERAL DIETS,
301,UN,ADOLESCENT,NUTRITION AND DIETETICS,SPECIAL AND ENTERAL DIETS,
329,UN,CHILDREN,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,SOLID AND GRANULATED FOODS
336,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
336,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
336,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
336,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
336,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
341,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
346,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
346,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
346,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
346,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
346,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
346,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
346,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
351,UN,ADULT,PHARMACY,VITAMINS AND SUPPLEMENTS,VITAMINS AND SUPPLEMENTS
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
407,UN,ADULT,PHARMACY,EYES AND EARS,EAR TREATMENT
415,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
415,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
415,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
415,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
415,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
415,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
416,UN,ADULT,PHARMACY,SKIN AND HAIR,THERAPEUTIC BATH
420,UN,CHILDREN,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,SOLID AND GRANULATED FOODS
422,UN,CHILDREN,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,SOLID AND GRANULATED FOODS
423,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
423,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
423,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
423,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
423,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
423,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
423,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
424,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
424,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
424,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
424,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
424,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
424,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
426,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
426,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
426,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
426,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
426,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
426,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
426,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
427,UN,ADULT,PHARMACY,PARASITES AND INFESTATIONS,VERMIFUGE
457,UN,CHILDREN,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,MOIST AND PASTY FOODS
460,UN,ADULT,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,SOLID AND GRANULATED FOODS
462,UN,ADULT,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,SOLID AND GRANULATED FOODS
463,UN,ADULT,NUTRITION AND DIETETICS,FOOD SUPPLEMENTS,SOLID AND GRANULATED FOODS
479,UN,ADULT,NUTRITION AND DIETETICS,BARS AND NUTRITIOUS SNACKS,DIETARY COOKIES AND SNACKS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
578,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
579,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
579,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
579,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
579,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
579,PC,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
580,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
580,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
580,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
580,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
580,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
580,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
580,UN,ADULT,PHARMACY,PAIN AND INFECTIONS,ANTIBIOTICS
592,UN,ADULT,NUTRITION AND DIETETICS,BARS AND NUTRITIOUS SNACKS,DIETARY COOKIES AND SNACKS
594,UN,CHILDREN,NUTRITION AND DIETETICS,DIETARY SNACKS,DIETARY COOKIES AND SNACKS
619,UN,ADULT,NUTRITION AND DIETETICS,BARS AND NUTRITIOUS SNACKS,TOOTHPICKS AND ORAL ACCESSORIES
622,UN,ADULT,NUTRITION AND DIETETICS,BARS AND NUTRITIOUS SNACKS,TOOTHPICKS AND ORAL ACCESSORIES
628,UN,ADULT,NUTRITION AND DIETETICS,BARS AND NUTRITIOUS SNACKS,TOOTHPICKS AND ORAL ACCESSORIES
631,UN,ADULT,NUTRITION AND DIETETICS,BARS AND NUTRITIOUS SNACKS,TOOTHPICKS AND ORAL ACCESSORIES
839,UN,ADULT,PHARMACY,MEDICAL ACCESSORIES,CERVICAL COLLAR
839,UN,ADULT,PHARMACY,MEDICAL ACCESSORIES,CERVICAL COLLAR
839,UN,ADULT,PHARMACY,MEDICAL ACCESSORIES,CERVICAL COLLAR
839,UN,ADULT,PHARMACY,MEDICAL ACCESSORIES,CERVICAL COLLAR
839,UN,ADULT,PHARMACY,MEDICAL ACCESSORIES,CERVICAL COLLAR
